# MANUAL REPRICING RECONCILIATION
# Date: 2026-08-13
# Source: Human_Data_Entry (Master_Data_CORRECTED_2026-08-13.xlsx) vs returns_matrix.csv (EDGAR entry_dates)
# Comparison: Re-priced prior close date (column AD) vs EDGAR-anchored prior close date (entry_date from returns_matrix.csv)
# 
# AGREES = human Re-priced prior close date matches EDGAR-anchored prior close date
#   For pre_market releases: EDGAR prior close = entry_date - 1 business day
#   For after_hours / unknown: EDGAR prior close = entry_date itself
# 
# CLASSIFICATION KEY:
#   AGREES_WITH_EDGAR           AD == EDGAR prior close (correct alignment with release timing)
#   ONE_SESSION_APART_PREMARKET AD is 1 business day from EDGAR entry_date; release is pre_market
#   ONE_SESSION_APART_AFTERHOURS AD is 1 business day from EDGAR entry_date; release is after_hours/unknown
#   MULTI_SESSION               AD is >1 business day from EDGAR entry_date
#   LISTING_CURRENCY            Re-priced listing is a non-US exchange (e.g. BARC.L, PUM.DE, AMKBY)
#   NO_EDGAR_DATE               Event not in returns_matrix.csv (human-only / phase-3-only event)
# 
# Note: Column AQ (First Rater for Event) is unpopulated in the workbook.
#   'first_rater_for_event' is derived from row order: first occurrence of each (Company, Year, Quarter).
# 
# Total Human_Data_Entry rows: 420
# Rows with AD date populated: 400
# First-rater-for-event (derived) total: 376
# First-rater-for-event with AD date: 356


# ── PASS 1: ALL ROWS — all raters, all passes, where AD date is present ──

# SUMMARY STATISTICS
metric,value
total_rows_with_ad_date,400
agrees_with_edgar,243
one_session_apart_premarket,5
one_session_apart_afterhours,10
multi_session_apart,4
listing_currency_difference,17
no_edgar_date,121
documented_release_time_rows,150
documented_release_time_agrees_with_edgar,113

# CROSS-TABULATION BY RE-PRICED BASIS STRING
basis_raw,total,agrees,one_session_premarket,one_session_afterhours,multi_session,listing_currency,no_edgar_date
price signal — only this window shows an abnormal move,84,62,1,2,0,1,18
release date + stated time in the document (rater worksheet),60,55,0,0,0,0,5
release date + stated time,49,36,1,0,0,3,9
"price signal, re-derived — only this window shows an abnormal move",33,3,0,0,0,0,30
price signal — both moved; this one dominates,22,15,0,2,0,0,5
document date + price signal,20,6,1,0,2,0,11
release date + stated time in the document (document),18,11,0,0,0,0,7
repriced on the issuer's primary listing,17,4,1,2,0,7,3
price signal,16,11,0,2,2,0,1
recorded price identified against every pulled series,15,11,0,0,0,0,4
"recorded window spanned two sessions, closed to one",14,3,0,0,0,3,8
release time published by the issuer,12,10,0,0,0,1,1
"earnings calendar, seconded independently",12,8,0,2,0,0,2
"earnings calendar, seconded by the issuer's habit",12,4,0,0,0,1,7
release time published by the issuer (section C),9,1,0,0,0,0,8
"price signal, re-derived — both moved; this one dominates",3,1,0,0,0,0,2
"earnings calendar, seconded independently (section C)",2,2,0,0,0,0,0
EDGAR acceptance timestamp on the Item 2.02 8-K,1,0,1,0,0,0,0
the exchange's own publication timestamp,1,0,0,0,0,1,0

# MULTI-SESSION DISAGREEMENTS (>1 business day apart from EDGAR entry_date)
event_key,rater,human_ad_date,edgar_entry_date,calendar_days_diff,edgar_prior_close,basis_raw,release_timing,listing,match_method
Bank of America|2025|Q2,Abdul,2025-07-14,2025-07-16,2,2025-07-15,price signal,pre_market,BAC,event_key
JPMorgan|2025|Q1,Nigel,2025-03-31,2025-04-11,11,2025-04-10,document date + price signal,pre_market,JPM,event_key
JPMorgan|2025|Q1,Abdul,2025-03-31,2025-04-11,11,2025-04-10,document date + price signal,pre_market,JPM,event_key
Lowe's|2026|Q1,Anna,2025-05-20,2026-05-20,365,2026-05-19,price signal,pre_market,LOW,event_key


# ── PASS 2: FIRST RATER FOR EVENT ONLY — first row per (Company, Year, Quarter) ──

# SUMMARY STATISTICS
metric,value
total_rows_with_ad_date,356
agrees_with_edgar,217
one_session_apart_premarket,5
one_session_apart_afterhours,10
multi_session_apart,3
listing_currency_difference,17
no_edgar_date,104
documented_release_time_rows,128
documented_release_time_agrees_with_edgar,97

# CROSS-TABULATION BY RE-PRICED BASIS STRING
basis_raw,total,agrees,one_session_premarket,one_session_afterhours,multi_session,listing_currency,no_edgar_date
price signal — only this window shows an abnormal move,76,54,1,2,0,1,18
release date + stated time in the document (rater worksheet),47,44,0,0,0,0,3
release date + stated time,45,32,1,0,0,3,9
"price signal, re-derived — only this window shows an abnormal move",22,3,0,0,0,0,19
price signal — both moved; this one dominates,21,14,0,2,0,0,5
document date + price signal,19,6,1,0,1,0,11
release date + stated time in the document (document),18,11,0,0,0,0,7
repriced on the issuer's primary listing,17,4,1,2,0,7,3
price signal,16,11,0,2,2,0,1
recorded price identified against every pulled series,15,11,0,0,0,0,4
"recorded window spanned two sessions, closed to one",14,3,0,0,0,3,8
"earnings calendar, seconded by the issuer's habit",12,4,0,0,0,1,7
release time published by the issuer,11,9,0,0,0,1,1
"earnings calendar, seconded independently",11,7,0,2,0,0,2
release time published by the issuer (section C),5,1,0,0,0,0,4
"price signal, re-derived — both moved; this one dominates",3,1,0,0,0,0,2
"earnings calendar, seconded independently (section C)",2,2,0,0,0,0,0
EDGAR acceptance timestamp on the Item 2.02 8-K,1,0,1,0,0,0,0
the exchange's own publication timestamp,1,0,0,0,0,1,0

# MULTI-SESSION DISAGREEMENTS (>1 business day apart from EDGAR entry_date)
event_key,rater,human_ad_date,edgar_entry_date,calendar_days_diff,edgar_prior_close,basis_raw,release_timing,listing,match_method
Bank of America|2025|Q2,Abdul,2025-07-14,2025-07-16,2,2025-07-15,price signal,pre_market,BAC,event_key
JPMorgan|2025|Q1,Nigel,2025-03-31,2025-04-11,11,2025-04-10,document date + price signal,pre_market,JPM,event_key
Lowe's|2026|Q1,Anna,2025-05-20,2026-05-20,365,2026-05-19,price signal,pre_market,LOW,event_key


# ── ROW-LEVEL DETAIL — all rows where AD date is present ──

row_num,company,ticker,year,quarter,rater,first_rater_for_event_derived,price_basis_corrected,re_priced_basis,re_priced_listing,human_ad_date,human_next_open_date,edgar_entry_date,edgar_prior_close,release_timing,calendar_days_diff,classification,match_method,not_corrected_reason
3,Netflix,NFLX,2026,Q1,Anna,YES,YES,price signal — only this window shows an abnormal move,NFLX,2026-04-16,2026-04-17,2026-04-16,2026-04-16,after_hours,0,AGREES_WITH_EDGAR,event_key,
4,Netflix,NFLX,2025,Q2,Anna,YES,YES,price signal — only this window shows an abnormal move,NFLX,2025-07-17,2025-07-18,2025-07-17,2025-07-17,after_hours,0,AGREES_WITH_EDGAR,event_key,
5,Netflix,NFLX,2025,Q3,Anna,YES,YES,release date + stated time in the document (rater worksheet),NFLX,2025-10-21,2025-10-22,2025-10-21,2025-10-21,after_hours,0,AGREES_WITH_EDGAR,event_key,
6,Netflix,NFLX,2025,Q4,Anna,YES,YES,release date + stated time in the document (rater worksheet),NFLX,2026-01-20,2026-01-21,2026-01-20,2026-01-20,after_hours,0,AGREES_WITH_EDGAR,event_key,
7,Netflix,NFLX,2026,Q1,Meriem,NO,YES,price signal — only this window shows an abnormal move,NFLX,2026-04-16,2026-04-17,2026-04-16,2026-04-16,after_hours,0,AGREES_WITH_EDGAR,event_key,
8,Netflix,NFLX,2025,Q2,Meriem,NO,YES,price signal — only this window shows an abnormal move,NFLX,2025-07-17,2025-07-18,2025-07-17,2025-07-17,after_hours,0,AGREES_WITH_EDGAR,event_key,
9,Netflix,NFLX,2025,Q3,Meriem,NO,YES,release date + stated time in the document (rater worksheet),NFLX,2025-10-21,2025-10-22,2025-10-21,2025-10-21,after_hours,0,AGREES_WITH_EDGAR,event_key,
10,Netflix,NFLX,2025,Q4,Meriem,NO,YES,release date + stated time in the document (rater worksheet),NFLX,2026-01-20,2026-01-21,2026-01-20,2026-01-20,after_hours,0,AGREES_WITH_EDGAR,event_key,
11,Netflix,NFLX,2025,Q1,Dragos,YES,YES,release date + stated time in the document (rater worksheet),NFLX,2025-04-17,2025-04-21,2025-04-17,2025-04-17,after_hours,0,AGREES_WITH_EDGAR,event_key,
12,Netflix,NFLX,2025,Q2,Dragos,NO,YES,price signal — only this window shows an abnormal move,NFLX,2025-07-17,2025-07-18,2025-07-17,2025-07-17,after_hours,0,AGREES_WITH_EDGAR,event_key,
13,Netflix,NFLX,2025,Q3,Dragos,NO,YES,release date + stated time in the document (rater worksheet),NFLX,2025-10-21,2025-10-22,2025-10-21,2025-10-21,after_hours,0,AGREES_WITH_EDGAR,event_key,
14,Netflix,NFLX,2025,Q4,Dragos,NO,YES,release date + stated time in the document (rater worksheet),NFLX,2026-01-20,2026-01-21,2026-01-20,2026-01-20,after_hours,0,AGREES_WITH_EDGAR,event_key,
15,Nvidia,NVDA,2025,Q1,Dragos,YES,YES,release date + stated time in the document (rater worksheet),NVDA,2025-02-26,2025-02-27,2025-02-26,2025-02-26,after_hours,0,AGREES_WITH_EDGAR,event_key,
16,Nvidia,NVDA,2025,Q2,Dragos,YES,YES,release date + stated time in the document (rater worksheet),NVDA,2025-05-28,2025-05-29,2025-05-28,2025-05-28,after_hours,0,AGREES_WITH_EDGAR,event_key,
17,Nvidia,NVDA,2025,Q3,Dragos,YES,YES,release date + stated time in the document (rater worksheet),NVDA,2025-08-27,2025-08-28,2025-08-27,2025-08-27,after_hours,0,AGREES_WITH_EDGAR,event_key,
18,Nvidia,NVDA,2025,Q4,Dragos,YES,YES,release date + stated time in the document (rater worksheet),NVDA,2025-11-19,2025-11-20,2025-11-19,2025-11-19,after_hours,0,AGREES_WITH_EDGAR,event_key,
19,Boeing,BA,2025,Q1,Nigel,YES,YES,price signal,BA,2025-04-22,2025-04-23,2025-04-23,2025-04-22,pre_market,1,AGREES_WITH_EDGAR,event_key,
20,Boeing,BA,2025,Q2,Nigel,YES,YES,price signal,BA,2025-07-28,2025-07-29,2025-07-29,2025-07-28,pre_market,1,AGREES_WITH_EDGAR,event_key,
21,Boeing,BA,2025,Q3,Nigel,YES,YES,release time published by the issuer,BA,2025-10-28,2025-10-29,2025-10-29,2025-10-28,pre_market,1,AGREES_WITH_EDGAR,event_key,
22,Boeing,BA,2025,Q4,Nigel,YES,YES,recorded price identified against every pulled series,BA,2026-01-26,2026-01-27,2026-01-27,2026-01-26,pre_market,1,AGREES_WITH_EDGAR,event_key,
23,Disney,DIS,2025,Q1,Meriem,YES,YES,release date + stated time,DIS,2025-02-04,2025-02-05,2025-02-05,2025-02-04,pre_market,1,AGREES_WITH_EDGAR,event_key,
24,Disney,DIS,2025,Q3,Meriem,YES,YES,price signal — only this window shows an abnormal move,DIS,2025-08-05,2025-08-06,2025-08-06,2025-08-05,pre_market,1,AGREES_WITH_EDGAR,event_key,
25,Disney,DIS,2025,Q4,Meriem,YES,YES,price signal — only this window shows an abnormal move,DIS,2025-11-12,2025-11-13,2025-11-13,2025-11-12,pre_market,1,AGREES_WITH_EDGAR,event_key,
26,Netflix,NFLX,2025,Q3,David,NO,YES,release date + stated time in the document (rater worksheet),NFLX,2025-10-21,2025-10-22,2025-10-21,2025-10-21,after_hours,0,AGREES_WITH_EDGAR,event_key,
27,Netflix,NFLX,2025,Q4,David,NO,YES,release date + stated time in the document (rater worksheet),NFLX,2026-01-20,2026-01-21,2026-01-20,2026-01-20,after_hours,0,AGREES_WITH_EDGAR,event_key,
28,Netflix,NFLX,2024,Q4,David,YES,YES,release date + stated time in the document (rater worksheet),NFLX,2025-01-21,2025-01-22,2025-01-21,2025-01-21,after_hours,0,AGREES_WITH_EDGAR,event_key,
29,Amazon,AMZN,2026,Q1,David,YES,YES,release date + stated time in the document (rater worksheet),AMZN,2026-04-29,2026-04-30,2026-04-29,2026-04-29,after_hours,0,AGREES_WITH_EDGAR,event_key,
30,Amazon,AMZN,2025,Q3,David,YES,YES,release date + stated time in the document (rater worksheet),AMZN,2025-10-30,2025-10-31,2025-10-30,2025-10-30,after_hours,0,AGREES_WITH_EDGAR,event_key,
31,Amazon,AMZN,2025,Q4,David,YES,YES,recorded price identified against every pulled series,AMZN,2026-02-05,2026-02-06,2026-02-05,2026-02-05,after_hours,0,AGREES_WITH_EDGAR,event_key,
